symbol,date,return
^FTSE,2015-02-09,-0.002366545582558074
AZN.L,2015-02-10,0.004801781144319369
BATS.L,2015-02-10,0.01172017794931678
BP.L,2015-02-10,-0.02379873834960136
DGE.L,2015-02-10,-0.0042285095782001
GSK.L,2015-02-10,-0.004268365582595105
HSBA.L,2015-02-10,-0.02118611777254385
LSEG.L,2015-02-10,0.022453541704962648
NG.L,2015-02-10,0.0019081219756363638
RIO.L,2015-02-10,-0.03367870975633584
SHEL.L,2015-02-10,-0.01567213515103628
ULVR.L,2015-02-10,0.0024929740934582357
VOD.L,2015-02-10,0.009353144457713911
^FTSE,2015-02-10,-0.001185412061952111
AZN.L,2015-02-11,6.683642318598378e-4
BATS.L,2015-02-11,-0.0032954711887007073
BP.L,2015-02-11,-0.001232920888658139
DGE.L,2015-02-11,-0.0018554601200936594
GSK.L,2015-02-11,-0.0036262019512453662
HSBA.L,2015-02-11,-0.00958085846158303
LSEG.L,2015-02-11,-0.003777391289717559
NG.L,2015-02-11,0.00770743745587206
RIO.L,2015-02-11,-0.007042313718753282
SHEL.L,2015-02-11,-0.002791490046713744
ULVR.L,2015-02-11,0.0028421393128327723
VOD.L,2015-02-11,-0.004556712217569961
^FTSE,2015-02-11,-0.0015973715573687004
AZN.L,2015-02-12,0.0030015794078834335
BATS.L,2015-02-12,-0.002478631337148154
BP.L,2015-02-12,-0.0032209794131312173
DGE.L,2015-02-12,-0.011742804899720584
GSK.L,2015-02-12,-0.019004334363038472
HSBA.L,2015-02-12,0.007236500373049797
LSEG.L,2015-02-12,0.015025409151980503
NG.L,2015-02-12,-0.004572604384001182
RIO.L,2015-02-12,0.02262622066424127
SHEL.L,2015-02-12,-0.015821373047261722
ULVR.L,2015-02-12,-0.00855002874662976
VOD.L,2015-02-12,0.006070903073485314
^FTSE,2015-02-12,0.0014509286572887512
AZN.L,2015-02-13,0.010270375550513706
BATS.L,2015-02-13,-0.009558733295660305
BP.L,2015-02-13,0.022037500664360023
DGE.L,2015-02-13,-0.013785996541105568
GSK.L,2015-02-13,0.04443744454849157
HSBA.L,2015-02-13,0.00301363569521217
LSEG.L,2015-02-13,-0.0058166273529865215
NG.L,2015-02-13,-0.0049304890230806525
RIO.L,2015-02-13,0.03618555268438288
SHEL.L,2015-02-13,0.017130590136116456
ULVR.L,2015-02-13,-0.0021490607211286186
VOD.L,2015-02-13,0.004744514430531201
^FTSE,2015-02-13,0.006626973225241394
AZN.L,2015-02-16,-0.018294403187084703
BATS.L,2015-02-16,6.958062338990159e-4
BP.L,2015-02-16,-0.005076631142680799
DGE.L,2015-02-16,0.0013599162529654629
GSK.L,2015-02-16,-0.007108554792442026
HSBA.L,2015-02-16,0.004836103637385979
LSEG.L,2015-02-16,-0.003338807241665767
NG.L,2015-02-16,-0.011979106562814108
RIO.L,2015-02-16,0.003800362630673733
SHEL.L,2015-02-16,-0.008176748600725987
ULVR.L,2015-02-16,-0.01444560244132083
VOD.L,2015-02-16,-0.01038063831700884
^FTSE,2015-02-16,-0.0023888118546660474
AZN.L,2015-02-17,0.018623584334199632
BATS.L,2015-02-17,0.019014053527306493
BP.L,2015-02-17,2.2124505745817037e-4
DGE.L,2015-02-17,0.024699386594914382
GSK.L,2015-02-17,0.0035605544204016363
HSBA.L,2015-02-17,0.0028241849057491796
LSEG.L,2015-02-17,0.012463560589716254
NG.L,2015-02-17,0.003178371956138681
RIO.L,2015-02-17,0.005202337304309281
SHEL.L,2015-02-17,0.009339693825737893
ULVR.L,2015-02-17,0.018738869898496147
VOD.L,2015-02-17,0.0054200461614431865
^FTSE,2015-02-17,0.005961399447514852
AZN.L,2015-02-18,-0.014937983834718862
BATS.L,2015-02-18,-0.016513588878433443
BP.L,2015-02-18,-0.0015496762778540053
DGE.L,2015-02-18,-0.010127968771084177
GSK.L,2015-02-18,0.005156725451324257
HSBA.L,2015-02-18,0.004469051222229284
LSEG.L,2015-02-18,0.005353413915334024
NG.L,2015-02-18,-0.009565197182368411
RIO.L,2015-02-18,0.006738148311768181
SHEL.L,2015-02-18,0.0011610244935140273
ULVR.L,2015-02-18,-0.011128911751727937
VOD.L,2015-02-18,-0.025401039701484475
^FTSE,2015-02-18,0
AZN.L,2015-02-19,-0.012624631461116675
BATS.L,2015-02-19,0.01569435068783332
BP.L,2015-02-19,-0.01248621562820488
DGE.L,2015-02-19,0.009332176069483599
GSK.L,2015-02-19,-0.0186364489775433
HSBA.L,2015-02-19,-0.005963184324899835
LSEG.L,2015-02-19,0.007772321133920948
NG.L,2015-02-19,0.019376483655649226
RIO.L,2015-02-19,0.005761911107426314
SHEL.L,2015-02-19,-0.021112640111487117
ULVR.L,2015-02-19,0.012556186924459312
VOD.L,2015-02-19,0.013000058142499663
^FTSE,2015-02-19,-0.0013346190872737785
AZN.L,2015-02-20,-0.0031670961677497445
BATS.L,2015-02-20,-0.0012301843205129678
BP.L,2015-02-20,0.002241168473290085
DGE.L,2015-02-20,0.001060937905535294
GSK.L,2015-02-20,0.0022905592806787417
HSBA.L,2015-02-20,0.005468081707281411
LSEG.L,2015-02-20,0.0028484945004836797
NG.L,2015-02-20,0.008826423468767695
RIO.L,2015-02-20,0.005420103823928892
SHEL.L,2015-02-20,0.008498758185233393
ULVR.L,2015-02-20,-0.0017841874386983088
VOD.L,2015-02-20,0.017361573714550427
^FTSE,2015-02-20,0.003810509139457589
AZN.L,2015-02-23,0.015624127159149124
BATS.L,2015-02-23,0.019368216261170086
BP.L,2015-02-23,-0.004712317425762262
DGE.L,2015-02-23,0.01447602762886098
GSK.L,2015-02-23,0.0032625173884602335
HSBA.L,2015-02-23,-0.047370117046167795
LSEG.L,2015-02-23,0.018120215238239944
NG.L,2015-02-23,-0.0016700866239726215
RIO.L,2015-02-23,-0.027240343147416184
SHEL.L,2015-02-23,-0.00613064740511906
ULVR.L,2015-02-23,0.014888721341892645
VOD.L,2015-02-23,0.001290217329631133
^FTSE,2015-02-23,-4.339210498461785e-4
AZN.L,2015-02-24,0.005339549725079773
BATS.L,2015-02-24,0.00254511823925592
BP.L,2015-02-24,0.008399165815476159
DGE.L,2015-02-24,0.01143160769927559
GSK.L,2015-02-24,0.007463987221303244
HSBA.L,2015-02-24,0.007593022260207324
LSEG.L,2015-02-24,0.003187358462204923
NG.L,2015-02-24,0.010198545532865132
RIO.L,2015-02-24,0.013556269538304223
SHEL.L,2015-02-24,0.007305498666660588
ULVR.L,2015-02-24,0.006662963701038269
VOD.L,2015-02-24,-0.027005267285963044
^FTSE,2015-02-24,0.005396123491117218
AZN.L,2015-02-25,-0.001220945138297047
BATS.L,2015-02-25,-0.0016066858323533233
BP.L,2015-02-25,0.0023390565646111763
DGE.L,2015-02-25,-0.001810136298759918
GSK.L,2015-02-25,-6.46931365810638e-4
HSBA.L,2015-02-25,-0.007247235476166112
LSEG.L,2015-02-25,-0.002389614647182657
NG.L,2015-02-25,-0.004975488610423519
RIO.L,2015-02-25,-0.007228070860468919
SHEL.L,2015-02-25,-0.003292605450474673
ULVR.L,2015-02-25,-0.007015048610200316
VOD.L,2015-02-25,-0.012439143089513013
^FTSE,2015-02-25,-0.0020454015503407435
AZN.L,2015-02-26,-0.0081414573499501465
BATS.L,2015-02-26,0.017008183669992814
BP.L,2015-02-26,-0.0031198680883971356
DGE.L,2015-02-26,0.0016629963548706753
GSK.L,2015-02-26,0.005484994378788541
HSBA.L,2015-02-26,0.007247235476166093
LSEG.L,2015-02-26,-0.0027951363959408705
NG.L,2015-02-26,-0.013277745088682395
RIO.L,2015-02-26,0.0067584250366964325
SHEL.L,2015-02-26,-0.008041721452435101
ULVR.L,2015-02-26,0.009459454656516238
VOD.L,2015-02-26,0.004460403082770672
^FTSE,2015-02-26,0.0020598048158494055
AZN.L,2015-02-27,0.001007258795383132
BATS.L,2015-02-27,-0.003431541405836702
BP.L,2015-02-27,1.113860042683648e-4
DGE.L,2015-02-27,2.5846102607289035e-4
GSK.L,2015-02-27,-0.008076280343521244
HSBA.L,2015-02-27,-0.007420379830173012
LSEG.L,2015-02-27,-0.008431903873406987
NG.L,2015-02-27,-0.004164587755780911
RIO.L,2015-02-27,0
SHEL.L,2015-02-27,0.005919009223536654
ULVR.L,2015-02-27,-6.983861713435719e-4
VOD.L,2015-02-27,-0.0013359099081261718
^FTSE,2015-02-27,-4.3176649524710134e-4
AZN.L,2015-03-02,0.0013415448964416911
BATS.L,2015-03-02,-0.006765215206463112
BP.L,2015-03-02,-0.003129489280730975
DGE.L,2015-03-02,-0.009604317801092648
GSK.L,2015-03-02,0.008076280343521198
HSBA.L,2015-03-02,0.009653686136328206
LSEG.L,2015-03-02,-0.01217048975345583
NG.L,2015-03-02,-7.897741991686257e-4
RIO.L,2015-03-02,-0.011976235633323017
SHEL.L,2015-03-02,-0.013307972787457758
ULVR.L,2015-03-02,0.003135397014461528
VOD.L,2015-03-02,0.0013359099081262464
^FTSE,2015-03-02,-8.785146025351099e-4
AZN.L,2015-03-03,-0.009879936585664464
BATS.L,2015-03-03,0.002791302525332847
BP.L,2015-03-03,0.004356450100607436
DGE.L,2015-03-03,-0.005754758805625191
GSK.L,2015-03-03,-0.0019325902563244262
HSBA.L,2015-03-03,-0.0034372907236318835
LSEG.L,2015-03-03,-0.018538354995393625
NG.L,2015-03-03,-0.0015816129623853626
RIO.L,2015-03-03,-0.006042494153521485
SHEL.L,2015-03-03,-0.020788629440715772
ULVR.L,2015-03-03,-0.0013920213428554708
VOD.L,2015-03-03,0.001334127633537227
^FTSE,2015-03-03,-0.007447773607285777
AZN.L,2015-03-04,-0.0018066854248334578
BATS.L,2015-03-04,0.012137145097621678
BP.L,2015-03-04,0.005446600823893686
DGE.L,2015-03-04,0.007578715481729204
GSK.L,2015-03-04,0.009624882965674266
HSBA.L,2015-03-04,0.008911932647463027
LSEG.L,2015-03-04,-0.0020810569328540175
NG.L,2015-03-04,-0.014233152875600586
RIO.L,2015-03-04,-0.01981190440622073
SHEL.L,2015-03-04,-0.0017114206186155624
ULVR.L,2015-03-04,0.003129864575252821
VOD.L,2015-03-04,0.010390519714318048
^FTSE,2015-03-04,0.00435971766169589
AZN.L,2015-03-05,0.014141401797157378
BATS.L,2015-03-05,0.02063543623586734
BP.L,2015-03-05,0.003430589425304822
DGE.L,2015-03-05,0.00958696266740681
GSK.L,2015-03-05,0.0031879468817469815
HSBA.L,2015-03-05,-0.026573375836438255
LSEG.L,2015-03-05,0.0012494386328880044
NG.L,2015-03-05,0.009132593271970475
RIO.L,2015-03-05,-0.028963572620794388
SHEL.L,2015-03-05,-0.0017142944305425683
ULVR.L,2015-03-05,0.011393081075816061
VOD.L,2015-03-05,-0.0048502925491655515
^FTSE,2015-03-05,0.006037337626465546
AZN.L,2015-03-06,-0.015951690052810587
BATS.L,2015-03-06,-0.017362527066417034
BP.L,2015-03-06,-0.012450263513133768
DGE.L,2015-03-06,-0.005429943018883328
GSK.L,2015-03-06,-0.007026696833766814
HSBA.L,2015-03-06,-0.004566852918716712
LSEG.L,2015-03-06,0.013228728630496346
NG.L,2015-03-06,-0.01661470475047607
RIO.L,2015-03-06,-0.022872740910950658
SHEL.L,2015-03-06,-0.0049140325868431535
ULVR.L,2015-03-06,-0.01452294565106895
VOD.L,2015-03-06,-0.028467612357889274
^FTSE,2015-03-06,-0.007107454224139286
AZN.L,2015-03-09,-0.01241972578634134
BATS.L,2015-03-09,-0.018334623239619194
BP.L,2015-03-09,-0.0029124788994276496
DGE.L,2015-03-09,-0.012785482017649601
GSK.L,2015-03-09,-0.0025677957844931283
HSBA.L,2015-03-09,-0.0026439952207146468
LSEG.L,2015-03-09,0.007772321133920948
NG.L,2015-03-09,0.003920893178063911
RIO.L,2015-03-09,-0.0024020768861502946
SHEL.L,2015-03-09,0
ULVR.L,2015-03-09,-0.015090595784278734
VOD.L,2015-03-09,-0.0036444598135016433
^FTSE,2015-03-09,-0.005120266067478527
AZN.L,2015-03-10,-0.020619202960478703
BATS.L,2015-03-10,-0.02794263675486133
BP.L,2015-03-10,-0.040289219273005654
